JAN_CD,SYOHIN_NM,0,1,2,DAIBUNRUI_CD,DAIBUNRUI_NM,CHUBUNRUI_CD,CHUBUNRUI_NM,SHOBUNRUI_CD,SHOBUNRUI_NM,SAIBUNRUI_CD,SAIBUNRUI_NM
1404579,おむすび2個セット（鮭ごま・昆布）,24.896467,4.2996426,2.80311,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1404581,直火焼チャーシュー丼,21.88866,-2.6892414,-1.0146303,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850104.0,その他主食的調理食品
1404781,ゴディバ監修チョコレートフラッペ,-5.2493963,12.744131,10.074589,900000.0,その他商品,910000.0,カウンタードリンク,919800.0,その他カウンタードリンク,919802.0,フローズン・シェイク
1404843,かつおだし香る！醤油焼うどん,19.705751,-15.100408,5.7029953,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850105.0,麺類
1405086,チョコツイスト3本入,4.048882,7.015169,9.164353,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1405106,モスバーガー監修　モス テリヤキ肉まん,12.293286,3.7417307,2.1976256,800000.0,生鮮・惣菜,850000.0,惣菜,850200.0,その他の調理食品,850214.0,中華肉まん
1405139,手巻　真昆布,25.204052,4.319898,3.9788313,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405140,直巻　焼しゃけ,27.757412,5.6058435,2.2885005,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405141,直巻　とり五目,23.850637,3.8733044,1.1045276,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405142,手巻　シーチキンマヨネーズ,25.875439,7.3140597,5.5629187,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405143,手巻　紀州南高梅,4.701258,-4.4383945,2.7156355,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405144,手巻　辛子明太子,24.75811,7.403418,2.9286141,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405145,手巻　チャーシューマヨネーズ,21.595652,-3.589768,-2.007783,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405146,手巻寿司　納豆,21.450678,13.4922495,-0.10067464,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850102.0,すし（弁当）
1405154,クリームたっぷり！濃厚カスタードシュー,2.0089192,9.804802,19.908426,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1405314,かぼちゃチーズケーキ,-4.5030694,6.745887,23.309067,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1405315,北海道産かぼちゃのモンブランプリン,-4.4677644,6.758492,23.304323,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130203.0,デザート類
1405475,白と黒のリングパン,1.9731762,5.919962,12.959575,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1405478,ふんわりチーズクリームパン,-2.157555,6.0057445,19.380165,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1405501,焦がし醤油チャーハン,20.362694,-3.8301172,-2.1726785,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405504,焦がし醤油仕立て焼きとうもろこしとツナのパスタ,13.242197,-8.720878,2.9476068,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850105.0,麺類
1405543,ピリ辛明太フランス（かねふく明太使用）,9.962412,7.568523,5.3447037,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1405592,焼きいもフラッペ,12.405157,18.947962,6.370668,900000.0,その他商品,910000.0,カウンタードリンク,919800.0,その他カウンタードリンク,919802.0,フローズン・シェイク
1405695,グリコ　アイスの実　濃いイタリアンブラッドオレンジ,-5.487515,4.098963,3.7417169,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
1405774,カフェラテ　砂糖不使用,-16.950512,6.2684937,-4.6113286,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
1405776,カフェラテ　レギュラー,-18.719332,3.7668657,-4.318404,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
1405780,ちぎれるしっとりバター,6.8918195,10.478608,9.701698,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1405782,デニッシュキューブ（カスタードホイップ）,3.3245935,7.994222,15.512919,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1405794,完熟トマトピザパン,12.55756,4.4986076,6.8254476,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1405913,アンデイコ　めっちゃずんだ気分なアイスバー,5.218234,10.558877,3.3926802,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
1405933,直巻　明太子マヨネーズ,24.463953,8.051506,3.1659212,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1405934,直巻　和風ツナマヨネーズ,25.240623,7.03518,5.588964,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1406178,さつまいもスティック6本入,11.681829,17.505817,6.5619874,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1406195,手巻寿司　シーチキンマヨネーズ,26.103481,7.8163033,5.867727,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850102.0,すし（弁当）
1406230,パイの実みたいなデニッシュ,-1.26637,15.446759,10.919148,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1406245,井村屋　紅はるかの焼いも最中,12.018468,19.093294,6.678197,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
1406256,ふわなまかすてらケーキ,-0.15119947,3.8497064,16.778404,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1406259,ロッテ　ワッフルコーン紅はるか,12.024861,19.227674,6.689709,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
1406293,具だくさん！鮭とろ明太子,24.983313,6.828436,-0.13260746,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1406306,野菜ミックスサンド,12.676355,-3.225278,6.417994,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1406342,ジュワっとした塩バターパン,7.6780305,10.519414,12.031243,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111301.0,食パン
1406493,いなり寿司3ヶ入,25.660816,-0.40563673,2.9923644,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850102.0,すし（弁当）
1406650,さつまいもオレ,12.483499,18.649899,6.072177,100000.0,食　品,140000.0,飲料・酒類,140400.0,乳飲料,140497.0,その他乳飲料
1406702,フレッシュ野菜サラダ,10.792959,-6.9877915,-10.126535,800000.0,生鮮・惣菜,850000.0,惣菜,850200.0,その他の調理食品,850202.0,サラダ
1406732,スイートポテト蒸しケーキ,11.678185,17.383495,6.994148,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1406821,具だくさん！チキン南蛮,23.614727,-0.25790137,-0.8984299,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1406955,手巻　紅しゃけ,27.800142,5.609944,2.3420143,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1406965,窯出しとろけるプリン,-4.074718,-0.60184574,22.281662,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130203.0,デザート類
1406966,宇治抹茶の生チョコタルト,-11.80821,9.605157,20.19308,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1407003,おいものロールケーキ（紅あずまのあん使用）,11.971262,17.802805,7.11618,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1407005,お月見カレーパン,18.204954,9.081832,5.3583646,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1407006,ホットサンド（ベーコン&スクランブルエッグ）,9.538032,3.279897,8.551116,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1407058,紅はるかのスイートポテトスティック,11.687877,17.885805,6.9318624,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1407090,明太海苔弁当,23.147474,-3.0911436,2.3607001,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850101.0,弁当
1407099,ボリュームミックスサンド,13.809226,-2.310947,6.9968185,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1407174,海老カツ,17.019547,6.314854,-0.70089436,800000.0,生鮮・惣菜,850000.0,惣菜,850200.0,その他の調理食品,850212.0,その他の調理食品
1407217,焼おむすび,14.628162,-1.5407985,-1.1479198,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1407234,濃厚ショコラエクレール,-1.0308666,11.083018,15.97297,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1407324,えびカツドッグ（タルタルソース）,16.980656,6.6108074,-0.59292704,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1407409,全粒粉入りパンとボールフランスパン5個入,10.988395,8.318892,15.999093,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111301.0,食パン
1407540,ちぎれる白いチョコホイップパン,1.3335274,5.9152617,12.085428,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1407594,ふわふわバターパン,6.942275,10.361484,9.744381,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1407598,かぼちゃパイ（北海道産かぼちゃのあん使用）,-4.5164933,6.7399726,23.326017,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1407691,タコスミートパン（チリソース）,15.618017,5.1416035,6.147822,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1407733,濃厚&とろけるチーズケーキ　4種のチーズ使用,-4.8260665,7.5335016,18.468904,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130203.0,デザート類
1407888,チーズベーコンフォカッチャ（トマトのソース）,12.147462,5.0849543,6.985566,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1408168,赤城　たべる牧場プリン,-7.512642,2.0550356,20.942068,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
1408176,鶏のうまみ！鶏そぼろ弁当,23.56873,-1.7546347,0.17145486,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850101.0,弁当
1408538,プリンドーン！！,-5.477558,0.31490433,22.038647,100000.0,食　品,130000.0,菓子類,130200.0,デザート・ヨーグルト,130203.0,デザート類
1408552,バターミルクフランス,5.5162153,4.465578,14.382333,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1408676,たまご蒸しケーキ3個入,1.2487215,2.3176043,14.08825,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1408720,ファミマ・ザ・クレープ　チーズ,-3.6877954,6.740186,19.232445,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1408897,まんぞくピザパン（チーズクリーム入り）,12.3700285,4.3833933,7.0625305,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1408908,しっとりケーキ（バナナ）,-3.4440925,2.7316651,13.755918,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1408966,豚ロースの生姜焼きおむすび　マヨネーズ入り,21.295729,2.0643837,0.28606987,800000.0,生鮮・惣菜,850000.0,惣菜,850100.0,主食的調理食品,850103.0,おにぎり
1408976,ブルーベリーとレアチーズクリームのサンド,5.5676827,-2.5328672,12.046232,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1408981,ザッハトルテ,-1.3573835,11.082685,14.073904,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1409501,ダブルクリームサンド（ホイップ&カスタード）,1.1230211,6.9701743,17.53483,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1409646,冷やして食べるとろけるくりーむパン　カスタード,5.2184234,7.51171,17.251797,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1409776,焼鳥達人の会監修つくね（カレー風味）,11.01291,14.401207,-7.727541,800000.0,生鮮・惣菜,850000.0,惣菜,850200.0,その他の調理食品,850212.0,その他の調理食品
1410117,カフェラテ　深炒り焙煎,-19.33374,4.2937,-4.66777,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
1410295,赤城　フローズンスイーツチーズケーキ,-5.6534734,7.89558,18.0312,100000.0,食　品,130000.0,菓子類,130400.0,アイスクリーム類,130497.0,パーソナルアイスその他
1410432,CoCo壱番屋監修チーズカレーまん,15.967675,9.445307,4.7929726,800000.0,生鮮・惣菜,850000.0,惣菜,850200.0,その他の調理食品,850214.0,中華肉まん
1410563,発酵バターケーキタルト,6.785499,11.07199,9.377537,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1410584,シャインマスカット大福,-8.211277,3.2820354,2.5226853,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130137.0,生菓子
1410609,ベーコンペッパーマヨ,9.359026,3.165289,8.684373,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111305.0,調理パン
1410715,チョコとナッツのクロワッサンドーナツ,1.9828256,9.28394,12.567434,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1410716,ピスタチオデニッシュ,-4.9477205,18.672873,13.47092,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1410732,ふんわりおいしいホットケーキ（メープル&マーガリン）,9.590438,2.8657234,15.993244,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
1411480,あずきミルククリームたい焼き,1.787353,14.792689,17.371384,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130199.0,菓子不明
1411555,アップルクリームデニッシュ（青森県産ふじりんご）,6.6124377,-2.9910617,21.690327,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1411560,ホイップフレンチトースト（発酵バター入りホイップ）,8.673999,7.068038,9.039986,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1412397,ふわもち食感のメープルシュガーサンド,9.45495,3.2300797,15.076518,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1414799,発酵バター入りホイップの生チョコブリオッシュ,0.55418897,6.7720904,14.34677,100000.0,食　品,110000.0,加工食品,111300.0,パン・シリアル類,111303.0,菓子パン
1414815,冷やして食べるボンボロー二（チョコホイップ）,0.63311917,6.7634773,14.253957,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130139.0,半生菓子
2012345037076,ＨＣ　レジ袋Ｂ　大,0.5561237,-2.253605,-14.671955,900000.0,その他商品,990000.0,その他商品,990900.0,その他,990999.0,その他
269465,氷（カップタイプ）,-8.4037075,-5.507637,-3.8807435,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110791.0,氷
2800052011386,ｼﾖｶｲﾛｸﾞｲﾝ500ｴﾝﾋﾞｷ,-4.3772416,-3.2156084,-7.1645503,,,,,,,,
2800052011607,ｱﾌﾟﾘ-500ｴﾝﾋﾞｷ,-4.382082,-3.2218208,-7.1712847,,,,,,,,
2800052011614,ｱﾌﾟﾘ-100ｴﾝﾋﾞｷ,-4.37577,-3.1977193,-7.147188,,,,,,,,
2800052011621,ｱﾌﾟﾘ-200ｴﾝﾋﾞｷ,-4.3816204,-3.2173548,-7.165994,,,,,,,,
3068320111735,エビアン　手売り用　３３０ｍｌ,-20.243856,-13.70233,-4.65769,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140317.0,水
3068320116266,伊藤園　エビアン　ペット　７５０ｍｌ,-20.571835,-14.105099,-4.4889164,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140317.0,水
35081,氷１．１ｋｇ,-8.402374,-5.505267,-3.8822327,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110791.0,氷
381132,国産の一番茶使用　にごり旨み緑茶,-27.434965,-6.2822413,-4.046882,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140313.0,日本茶・麦茶ドリンク
381133,福建省産一級茶葉使用　烏龍茶,-25.26967,-7.7341857,-2.0453017,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140315.0,中国茶ドリンク
381134,六条大麦使用　香ばし麦茶,-25.247011,-8.637871,-6.1551876,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140313.0,日本茶・麦茶ドリンク
404676,ファミチキ,12.147579,4.997225,-4.196827,100000.0,食　品,110000.0,加工食品,110700.0,冷凍食品,110703.0,冷凍畜産素材
4511413403730,ＤＨＣ　亜鉛　６０日　６０粒,-23.97669,-3.8969188,2.8738027,100000.0,食　品,190000.0,その他食品,190200.0,健康食品,190201.0,健康食品
4511413404126,ＤＨＣ　マルチビタミン６０日　６０粒,-23.962368,-3.900598,2.8920827,100000.0,食　品,190000.0,その他食品,190200.0,健康食品,190201.0,健康食品
4511413407677,ＤＨＣ　６０日持続型ビタミンＣ　２４０粒,-23.975475,-3.8984277,2.8746724,100000.0,食　品,190000.0,その他食品,190200.0,健康食品,190201.0,健康食品
4513574031791,麗白　ハトムギ　化粧水　大,-11.636634,-11.678299,-11.410922,200000.0,日用品,230000.0,化粧品,232100.0,基礎化粧品,232107.0,化粧水
4514028563547,ホワイトレジ袋　３Ｌ,1.3142332,-2.012273,-15.074051,200000.0,日用品,240000.0,家庭用品,249700.0,その他家庭用品,249713.0,荷造り用品
4514028569358,透明レジ袋　３Ｌ,1.181498,-2.3889787,-14.731721,200000.0,日用品,240000.0,家庭用品,249700.0,その他家庭用品,249713.0,荷造り用品
4514410168466,湖池屋　ＳＴＲＯＮＧポテトチップスサワクリ　５６ｇ,6.7784157,17.956984,-10.602278,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130131.0,スナック
4514410168473,湖池屋　ＳＴＲＯＮＧポテトチップス鬼コンソメ５６ｇ,4.884261,18.602793,-13.082095,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130131.0,スナック
4514410177116,湖池屋　ＰＲＩＤＥ　ＰＯＴＡＴＯ　神のり塩　５８ｇ,3.259467,21.779886,-11.577131,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130131.0,スナック
4514410177284,ＰＲＩＤＥ　ＰＯＴＡＴＯ　凛凛レモン　５８ｇ,-3.5028753,5.415927,-0.007980583,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130131.0,スナック
4514410210011,湖池屋　ＢＥＣＯＲＮベーコーン　６７ｇ,5.2200904,11.091365,-8.978702,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130131.0,スナック
4514410706057,湖池屋　ＫＯＩＫＥＹＡ　Ｔｈｅ海老　３５ｇ,-2.5603225,14.925885,-7.1630917,100000.0,食　品,130000.0,菓子類,130100.0,菓子,130131.0,スナック
4514603217216,アサヒ　三ツ矢サイダー　ペット　１．５Ｌ,-14.187848,-11.349879,4.815982,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603217605,アサヒ　三ツ矢サイダー　缶　２５０ｍｌ×３０,-14.297205,-11.343228,4.4384546,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603217612,アサヒ　三ツ矢サイダー　缶　２５０ｍｌ,-14.25389,-11.342252,4.5139976,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603263213,アサヒ　三ツ矢サイダー　ペット　５００ｍｌ,-14.164852,-11.34494,4.840782,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603284317,アサヒ　ワンダ　モーニングショット　缶　１８５ｇ,-15.992942,2.902299,-8.118148,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4514603325812,アサヒ　ウィルキンソンタンサン　ＰＥＴ　５００ｍｌ,-11.379542,-15.78958,6.499654,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140321.0,炭酸水
4514603326017,アサヒ　ウィルキンソンタンサン　ＰＥＴ　１Ｌ,-11.274041,-16.272434,7.172466,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140321.0,炭酸水
4514603338812,セブンプレミアム ゆずれもんサイダー 500ml,-6.223375,-15.090266,1.0729884,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603345117,アサヒ　ワンダ　極微糖　ボトル缶　３７０ｇ,-16.90811,2.3786874,-7.296381,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4514603347210,アサヒ　三ツ矢サイダーゼロストロング　１．５Ｌ,-15.145062,-13.29455,5.8953395,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603347418,アサヒ　ウィルキンソンタンサンレモン　５００ｍｌ,-11.331362,-14.872516,6.885038,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603360912,アサヒ　ワンダ　金の微糖　缶　１８５ｇ,-16.038795,1.8019061,-8.103429,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4514603362619,アサヒ　ワンダ　極特濃カフェオレ　Ｂ缶　３７０ｇ,-17.310373,2.4489448,-3.5515819,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4514603363111,ウィルキンソン　エクストラレモン,-11.333975,-14.536831,6.693539,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603390414,アサヒ　三ツ矢サイダーＷ　ＰＥＴ　４８５ｍｌ,-14.827949,-13.091603,5.896661,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603402315,アサヒ　バヤリースオレンジ　ＰＥＴ　１．５Ｌ,-6.6257343,-7.846537,3.0804648,100000.0,食　品,140000.0,飲料・酒類,140200.0,果実飲料,140203.0,果汁飲料
4514603405705,アサヒ　十六茶　ＰＥＴ　２Ｌ×６,-25.409096,-7.036603,-5.2322674,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140316.0,その他茶ドリンク
4514603405712,アサヒ　十六茶　ＰＥＴ　２Ｌ,-25.274008,-6.8262706,-5.102175,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140316.0,その他茶ドリンク
4514603416510,アサヒ　ドトールカフェオレ　ＰＥＴ　４８０ｍｌ,-17.359522,1.7647423,-4.0264497,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4514603416619,アサヒ　ドトールブラック　ＰＥＴ　４８０ｍｌ,-19.333755,6.6054707,-9.976022,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140307.0,コーヒードリンク
4514603417814,ウィルキンソンソバーレモンジンジャＰＥＴ４５０ｍｌ,-12.215057,-13.85494,4.468942,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603418316,アサヒ　三ツ矢特濃オレンジ　ＰＥＴ　５００ｍｌ,-9.154958,-8.462282,4.398207,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603418415,アサヒ　十六茶　ＰＥＴ　６３０ｍｌ,-25.323507,-6.7397704,-5.043405,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140316.0,その他茶ドリンク
4514603418910,アサヒ　三ツ矢サイダー　レモラ　ＰＥＴ　５００ｍｌ,-10.124737,-11.531549,6.5281687,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603419115,三ツ矢サイダー　レモラ,-10.082739,-11.63081,6.489236,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603420418,アサヒ　和紅茶無糖ストレート　ＰＥＴ　５００ｍｌ,-20.40494,-5.342347,-1.7285342,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140311.0,紅茶ドリンク
4514603420814,アサヒ　三ツ矢微糖炭酸水レモン　ＰＥＴ　４９０ｍｌ,-9.76763,-12.124007,7.175723,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603421811,アサヒ　三ツ矢ソルティグレフル　ＰＥＴ　５００ｍｌ,-8.678528,-11.278298,5.181043,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603421910,アサヒ　三ツ矢クラフトミントライムＰＥＴ５００ｍｌ,-10.015789,-11.746603,6.4974623,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603423310,アサヒ　三ツ矢　にほん日田の梨　ＰＥＴ　４６０ｍｌ,2.5323393,-11.357621,15.615363,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603424218,アサヒ　三ツ矢ストロングレモン　ＰＥＴ　５７０ｍｌ,-12.9628725,-9.684117,8.34644,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603425413,アサヒ　三ツ矢キュッとアセロラ　ＰＥＴ　５００ｍｌ,-12.045831,-10.735554,11.203739,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603425512,アサヒ　三ツ矢サイダー１９８９　ＰＥＴ　５００ｍｌ,-13.743111,-11.269583,4.9009213,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603426410,アサヒ　三ツ矢特濃ピングレ　ＰＥＴ　５００ｍｌ,-8.37551,-11.351288,5.164866,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603426618,三ツ矢微糖炭酸水グリーンアップルＰＥＴ　４９０ｍｌ,-8.155832,-11.890803,8.2538,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
4514603427011,アサヒ　三ツ矢濃密りんご　ＰＥＴ　５００ｍｌ,-7.6344557,-11.938114,8.568049,100000.0,食　品,140000.0,飲料・酒類,140300.0,清涼飲料,140305.0,炭酸フレーバー
